url,timestamp,text_length,file_path
https://www.csulb.edu/financial-aid-and-scholarships/keeping-your-aid-graduate-students,2025-11-26,13251,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Fkeeping-your-aid-graduate-students.txt
https://www.csulb.edu/financial-aid-and-scholarships/keeping-your-aid-newly-admitted,2025-11-26,13454,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Fkeeping-your-aid-newly-admitted.txt
https://www.csulb.edu/costs,2025-11-26,7350,./data/https%3A%2F%2Fwww.csulb.edu%2Fcosts.txt
https://www.csulb.edu/financial-aid-and-scholarships/financial-wellness,2025-11-26,7396,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Ffinancial-wellness.txt
https://www.csulb.edu/financial-aid-and-scholarships/receiving-your-aid-graduate-students,2025-11-26,11444,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Freceiving-your-aid-graduate-students.txt
https://www.csulb.edu/student-affairs/bob-murphy-access-center,2025-11-26,7921,./data/https%3A%2F%2Fwww.csulb.edu%2Fstudent-affairs%2Fbob-murphy-access-center.txt
https://www.csulb.edu/financial-aid/resources/verification,2025-11-26,21409,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid%2Fresources%2Fverification.txt
https://www.csulb.edu/financial-aid-and-scholarships/keeping-your-aid-newly-admitted-credential-students,2025-11-26,13891,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Fkeeping-your-aid-newly-admitted-credential-students.txt
https://www.csulb.edu/financial-aid-and-scholarships/current-credential-students,2025-11-26,6030,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Fcurrent-credential-students.txt
https://www.csulb.edu/financial-aid-and-scholarships/award-notification-newly-admitted-undergraduates,2025-11-26,14844,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Faward-notification-newly-admitted-undergraduates.txt
https://www.csulb.edu/financial-aid-and-scholarships/other-programs,2025-11-26,11976,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Fother-programs.txt
https://www.csulb.edu/financial-aid-and-scholarships/verification,2025-11-26,21409,./data/https%3A%2F%2Fwww.csulb.edu%2Ffinancial-aid-and-scholarships%2Fverification.txt
